variable,feature,lag,cor_log_incidence,cor_cases,cor_outbreak,cor_large_outbreak,peak_lift,selection_score,selected
city_dengue_cases,city_dengue_cases_lag1,1,0.4220100531731766,0.3613243080747363,0.39418640205748356,0.12675608103791106,0.4119166640490291,0.35447897728247096,TRUE
city_dengue_cases,city_dengue_cases_lag2,2,0.37654281700920167,0.31449542535177777,0.35052924217543735,0.08581165644568922,0.2786191502312146,0.3094692801422639,TRUE
city_dengue_cases,city_dengue_cases_lag3,3,0.33291506578729013,0.2707993890750955,0.30387829877864675,0.05903074372448058,0.19149896186867904,0.2676304732407356,TRUE
city_dengue_cases,city_dengue_cases_lag4,4,0.293652548897113,0.2331177866212204,0.25828028225966343,0.04021797650294259,0.1303560660103227,0.23056418330275466,TRUE
city_dengue_cases,city_dengue_cases_lag5,5,0.25195655706765396,0.19171868913059062,0.21624890472179872,0.002082416799941741,0.006743741520577108,0.1892708200292196,FALSE
city_dengue_cases,city_dengue_cases_lag6,6,0.2117997611981529,0.15110774049459672,0.16927477141022834,0.025103141524603058,0.08122372909512915,0.15718123582049065,FALSE
city_dengue_cases,city_dengue_cases_lag7,7,0.170263859954455,0.11034018530817792,0.11733515262780372,0.045197156203115436,0.14611234682813484,0.12311635850285382,FALSE
city_dengue_cases,city_dengue_cases_lag20,20,0.07970126756346718,0.10845207334937076,0.1620700291852857,0.10711159353250786,0.3423149312166157,0.10926147969594294,FALSE
city_dengue_cases,city_dengue_cases_lag8,8,0.1415795556008115,0.0813736064415207,0.08155251564185063,0.06851045961750396,0.22128552437767918,0.10081456755582208,FALSE
city_dengue_cases,city_dengue_cases_lag19,19,0.0622107136012399,0.0945619061350471,0.1473962730887218,0.10041100047578662,0.3211871526105199,0.09501579547644645,FALSE
city_dengue_cases,city_dengue_cases_lag18,18,0.05009138510331402,0.08643933337043777,0.12601747290204532,0.11056306338282897,0.3539759689003066,0.08562318519765498,FALSE
city_dengue_cases,city_dengue_cases_lag9,9,0.11115463946156393,0.05239793353529601,0.048134100517394356,0.08373374072294645,0.27021925606526154,0.07712735231566405,FALSE
city_dengue_cases,city_dengue_cases_lag17,17,0.03537634060663438,0.07611990755401413,0.10248083509262818,0.12078112305110851,0.3870338612636572,0.07424253515655704,FALSE
city_dengue_cases,city_dengue_cases_lag16,16,0.02207090967601557,0.06581073727693865,0.08524161831743242,0.12729465686589,0.40826824116525945,0.06405029960585018,FALSE
city_dengue_cases,city_dengue_cases_lag10,10,0.08860036493991723,0.03140551033044554,0.01667950112620827,0.07337750506232592,0.23659075797908963,0.055048610859230435,FALSE
city_dengue_cases,city_dengue_cases_lag15,15,0.007056724907671941,0.0538133102887629,0.0705458620186191,0.12917921720169964,0.41467985505556493,0.05255227184580059,FALSE
city_dengue_cases,city_dengue_cases_lag14,14,0.010231655629094602,0.03805920355261697,0.056985295532204244,0.11408892622198401,0.3665624659395426,0.04391416669693316,FALSE
city_dengue_cases,city_dengue_cases_lag11,11,0.06874734785915534,0.01309542886561317,0.004766011413026653,0.08075528484024927,0.26015020767932057,0.04135476797167392,FALSE
city_dengue_cases,city_dengue_cases_lag13,13,0.02972267808977864,0.021656806491530425,0.03327306430910037,0.10704886427467124,0.344246967196224,0.03999692802143925,FALSE
city_dengue_cases,city_dengue_cases_lag12,12,0.04835357349432693,0.0049358604859710015,0.019011685264298014,0.0942074546478718,0.30321887746945814,0.03668123934427681,FALSE
city_incidence_10000,city_incidence_10000_lag1,1,0.42497224171596953,0.36359352864359323,0.3952132204737225,0.12875864958131722,0.41842436967614655,0.35671059174114594,TRUE
city_incidence_10000,city_incidence_10000_lag2,2,0.37952821079273563,0.31686405857625644,0.3514311800759407,0.08793884832121103,0.28552586167912025,0.3117329765589623,TRUE
city_incidence_10000,city_incidence_10000_lag3,3,0.3359565925666196,0.2732476979892893,0.3046646710351267,0.06122032305036693,0.19860207663221185,0.26992411791770254,TRUE
city_incidence_10000,city_incidence_10000_lag4,4,0.2967398053545534,0.23563084164959522,0.25905486582923265,0.04251448136883281,0.13779958644828824,0.2329072654458402,TRUE
city_incidence_10000,city_incidence_10000_lag5,5,0.2550072072739766,0.19417138917973856,0.21706269455780744,1.0803712481535279e-4,3.4986965294155233e-4,0.19093311308473873,FALSE
city_incidence_10000,city_incidence_10000_lag6,6,0.21483026599223326,0.15351062083239622,0.17020197619954103,0.023385416334543833,0.07566585703291899,0.1588838138375784,FALSE
city_incidence_10000,city_incidence_10000_lag7,7,0.17333760551647157,0.11272260858098486,0.11832790542195279,0.04364542036681914,0.14109592996679923,0.12486666645891298,FALSE
city_incidence_10000,city_incidence_10000_lag20,20,0.07542463030601285,0.10532052279860997,0.15985925962974515,0.10618822717202223,0.339363969928715,0.10624151825531733,FALSE
city_incidence_10000,city_incidence_10000_lag8,8,0.14459321501328587,0.08370276827849506,0.08256409777101026,0.06701288864418369,0.2164484409864228,0.10254003817325938,FALSE
city_incidence_10000,city_incidence_10000_lag19,19,0.05805666421037179,0.0915154056427001,0.14532400463799622,0.09944268303891662,0.31808977101079533,0.09208501958144433,FALSE
city_incidence_10000,city_incidence_10000_lag18,18,0.04600642438727131,0.08340496007952683,0.12409598285887519,0.10953059061431471,0.350670428910226,0.08274049934111329,FALSE
city_incidence_10000,city_incidence_10000_lag9,9,0.11413510332049545,0.05466982294396536,0.04908673440608151,0.08248679116814965,0.2661951933444876,0.07885084559913574,FALSE
city_incidence_10000,city_incidence_10000_lag17,17,0.03141244901182746,0.07314501790419912,0.10064537296178244,0.11966464734798794,0.38345619957521865,0.07142433851214161,FALSE
city_incidence_10000,city_incidence_10000_lag16,16,0.018200722216099672,0.06288516621013533,0.08350306564077191,0.12605922585892426,0.40430588043838844,0.0612807696933621,FALSE
city_incidence_10000,city_incidence_10000_lag10,10,0.09164050180531107,0.03374513893866156,0.01772852918608271,0.07196679952301199,0.2320422260208625,0.056807473536656126,FALSE
city_incidence_10000,city_incidence_10000_lag15,15,0.0033384573742530656,0.050961265561119636,0.06893809462099404,0.1278082343298027,0.4102788445915891,0.04986326284969669,FALSE
city_incidence_10000,city_incidence_10000_lag14,14,0.0137972730852098,0.03533758884963599,0.055367356437555484,0.11277148528518244,0.3623295881410893,0.04381976851976172,FALSE
city_incidence_10000,city_incidence_10000_lag11,11,0.07176573277222324,0.015407223837959812,0.0037675231679159134,0.07945698719363632,0.25596778859752795,0.042705506784571697,FALSE
city_incidence_10000,city_incidence_10000_lag13,13,0.03303285484579925,0.019132487879720498,0.03205451942932867,0.10580430649843457,0.34024472656373256,0.039963325538383956,FALSE
city_incidence_10000,city_incidence_10000_lag12,12,0.05156205506350497,0.002501039386834542,0.017860918917749713,0.0930547764002496,0.2995088328347123,0.03666650639243054,FALSE
target_log_incidence_city,target_log_incidence_city_lag1,1,0.45979063818360527,0.39085098564705734,0.40499877264247414,0.14582584156126857,0.47388727630026006,0.3816624790146717,TRUE
target_log_incidence_city,target_log_incidence_city_lag2,2,0.4132634821338702,0.3436070357355691,0.35969284960044956,0.1078003584866573,0.35001356953756496,0.3362764947285737,TRUE
target_log_incidence_city,target_log_incidence_city_lag3,3,0.3688907405536827,0.2988456453910959,0.31327612099325625,0.0777512730405383,0.2522293822537787,0.2933996273513858,TRUE
target_log_incidence_city,target_log_incidence_city_lag4,4,0.3285544882300476,0.26015062581153403,0.26828833778224825,0.056323731729652285,0.1825586642117175,0.2553719437569204,TRUE
target_log_incidence_city,target_log_incidence_city_lag5,5,0.2864151606631116,0.2187981846428364,0.22954297183249467,0.015413876850814185,0.04991661658606098,0.21416668728628802,FALSE
target_log_incidence_city,target_log_incidence_city_lag6,6,0.246559918365697,0.17822022982424074,0.1870968292983982,0.010874277779154092,0.03518481496379472,0.1788552475955911,FALSE
target_log_incidence_city,target_log_incidence_city_lag7,7,0.20579020164306505,0.13774656674520994,0.1388801457665126,0.03544895093985494,0.114598568416175,0.14658144098619336,FALSE
target_log_incidence_city,target_log_incidence_city_lag8,8,0.17316441582793976,0.10531416442353067,0.10303006016944113,0.06410618714855136,0.20705993319677649,0.12266942450219442,FALSE
target_log_incidence_city,target_log_incidence_city_lag9,9,0.1398441188199521,0.07398758016863646,0.0654735208046876,0.08101081080089642,0.26143201969694563,0.09669470120688375,FALSE
target_log_incidence_city,target_log_incidence_city_lag20,20,0.04613901246160233,0.0780193520406507,0.1351620166510237,0.08872068869350676,0.2835399543724614,0.08018459807951914,FALSE
target_log_incidence_city,target_log_incidence_city_lag10,10,0.11318682082405694,0.04904613809619814,0.029665107015823516,0.07372816144886164,0.23772137697066026,0.07159708921484124,FALSE
target_log_incidence_city,target_log_incidence_city_lag19,19,0.028844834798006317,0.06464395837017424,0.122263788561613,0.07807153953384831,0.24972936508468088,0.0659109474408066,FALSE
target_log_incidence_city,target_log_incidence_city_lag18,18,0.017528755849440542,0.05805639238486649,0.1026361483136865,0.09170258897066516,0.2935927395316469,0.058142683148095405,FALSE
target_log_incidence_city,target_log_incidence_city_lag11,11,0.0897202147515983,0.027358819083994363,0.005925330232968403,0.08399527143141464,0.2705877054984602,0.05370410916963387,FALSE
target_log_incidence_city,target_log_incidence_city_lag17,17,0.0037637595758541463,0.049385677659612076,0.08159421396032797,0.10342074957252193,0.33140387249685005,0.048317334773697866,FALSE
target_log_incidence_city,target_log_incidence_city_lag15,15,0.020036713804576042,0.03283078886761078,0.05546378217196542,0.1201455792752363,0.38568085723357737,0.046397415141027853,FALSE
target_log_incidence_city,target_log_incidence_city_lag16,16,0.007751756909218848,0.0413753954678403,0.06752609132786727,0.11444975198250879,0.36707117119204247,0.04619377987560373,FALSE
target_log_incidence_city,target_log_incidence_city_lag14,14,0.0350739123240621,0.019805339046101218,0.04373487667817775,0.11208192884165241,0.36011407453632027,0.04417454048932489,FALSE
target_log_incidence_city,target_log_incidence_city_lag12,12,0.06962895779896133,0.009429387390199669,0.009690536207108144,0.09533700365381476,0.3068544759813322,0.04378500031985501,FALSE
target_log_incidence_city,target_log_incidence_city_lag13,13,0.05293703171317107,0.005344910147516741,0.021039390075746987,0.10615146114969068,0.3413611035055662,0.04064380999907613,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag19,19,0.18158122516225042,0.19463169788855403,0.21907582694966315,0.16117912467058443,0.515567655616199,0.1904688102906149,TRUE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag20,20,0.17017493790580648,0.1843451969164887,0.16671379361994762,0.16790804580792634,0.5366126042575331,0.17394189405105326,TRUE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag16,16,0.16287928158666964,0.17359126543790396,0.19525978748251976,0.12732429969998027,0.4083633137175089,0.1676755708818327,TRUE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag13,13,0.17024688840013483,0.17503727144943085,0.16744158664335454,0.14192625276590717,0.4564054220603773,0.1673852920144777,TRUE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag15,15,0.16497913232005273,0.17444006355962893,0.20518561557533424,0.10597881397979898,0.3402039443514827,0.16737978563214528,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag14,14,0.17020447927060306,0.1762618945116746,0.179300383041393,0.10378252796438289,0.33344848296826074,0.16424594021906802,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag18,18,0.16246526334094888,0.17384863128688122,0.18021988653755044,0.1105101993018077,0.35380672056733625,0.16200920746920958,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag17,17,0.16090865383160335,0.17024310712351293,0.16903775246807654,0.11778093818029473,0.3774199985542669,0.1592669385989976,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag12,12,0.15225592710158967,0.15937908337191828,0.1342667233116814,0.1362165061767323,0.4384304432196954,0.148885468830803,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag11,11,0.1421982779529169,0.1507497738797136,0.12072215822574069,0.1285900757995198,0.41424824382745673,0.13890190606965938,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag10,10,0.12828368992546835,0.13529459784748799,0.11539833019712935,0.11996451200131439,0.3868010339266956,0.1270104719664959,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag9,9,0.11508872984977495,0.11550984753169631,0.096994245834511425,0.09406619929318896,0.30356339242097785,0.10879886867683429,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag8,8,0.10316528935700206,0.10025952118756426,0.05805016810612852,0.06980324317916982,0.22546115376299597,0.08853375146641262,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag7,7,0.07498756287045112,0.07637338635947769,0.0454913639842272,0.06073490631394475,0.19634243482153516,0.06760180025443337,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag1,1,0.04791610030887867,0.054587190567997816,0.07851987465118089,0.055398577368151986,0.18002763256561963,0.05739108548831858,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag6,6,0.06307868475560159,0.06425556612507052,0.02768542540864646,0.04958931325180727,0.16045119060635402,0.054524412418997636,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag5,5,0.05332979285295284,0.04867481545208046,0.03373966580300146,0.012068630223450534,0.0390833010647577,0.04187405666818227,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag2,2,0.022541151918847063,0.027381959245886746,0.048844919549601414,0.018370804452316158,0.05964758329549638,0.02870418168877267,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag4,4,0.02567542638418396,0.015180218241312403,0.002194839518148676,0.019551392067013215,0.06337073061584542,0.016990750660786588,FALSE
city_area_weighted_rainfall,city_area_weighted_rainfall_lag3,3,0.0058182795313847825,0.0016134369338078691,0.031495647540335035,0.019043213173772514,0.061777225278459955,0.01175350016287896,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag13,13,0.3716518099182167,0.39611138841320354,0.3827579838192517,0.3263648411834434,1.0495217067516298,0.37559165932339206,TRUE
city_area_weighted_rh,city_area_weighted_rh_lag14,14,0.3684403509138518,0.3880241684518746,0.3769919844899513,0.275904505256859,0.8864684691679691,0.36312469526521945,TRUE
city_area_weighted_rh,city_area_weighted_rh_lag12,12,0.35122914862114574,0.37463863620489785,0.33604542737054244,0.33298601643609815,1.07175856157511,0.3536921226895071,TRUE
city_area_weighted_rh,city_area_weighted_rh_lag15,15,0.35223116780457325,0.37204564194886774,0.38813868510737115,0.2419043919917081,0.7765403781499347,0.34965511717273823,TRUE
city_area_weighted_rh,city_area_weighted_rh_lag16,16,0.34277290646181796,0.36173147659064564,0.37159519260778257,0.24787945019472943,0.7950161429386089,0.34084721282883623,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag11,11,0.33640862592188286,0.36193796325253735,0.31745887594393934,0.32636609582445036,1.051376485734474,0.339975734248561,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag17,17,0.3209215099856173,0.33554552944200694,0.3189566297315536,0.23723955658421536,0.7602159946778931,0.3131717355102653,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag18,18,0.3098898523375025,0.32437848319953877,0.333139155750579,0.21969600650386145,0.7033732999103526,0.30609531341032864,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag10,10,0.3051342723010904,0.32730964359122056,0.2862062917170825,0.2842000631374574,0.9163449789654574,0.305923569356001,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag19,19,0.30017335095173525,0.3163790556008027,0.2966000045282461,0.24742372342041546,0.7914403881111941,0.2972274358962254,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag9,9,0.2846936077190689,0.3026712796116337,0.2809217808990166,0.21393389150425657,0.6903914299170155,0.2795284157473435,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag20,20,0.26145579087890713,0.2765834954218114,0.26747985227464394,0.2131061597945383,0.6810599861485408,0.2606421616376859,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag8,8,0.2573737066491155,0.27380834642273394,0.23762550140962663,0.18379000414353108,0.5936329672235454,0.24802128473734814,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag7,7,0.22441813927181156,0.24342500467443728,0.22152834991098025,0.13104336399859742,0.4236340303708202,0.216044423702368,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag6,6,0.20081735251026547,0.21807023273977558,0.18260961436961473,0.15852849641665198,0.5129348304805585,0.19663082955745637,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag5,5,0.15190103505381156,0.16640484085819923,0.1458471504071954,0.09733776664215378,0.3152206312497064,0.14724369845944338,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag4,4,0.10326880960643102,0.11511656088666358,0.08600666584755329,0.07141500139719267,0.2314730735501136,0.09887976949664842,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag3,3,0.059363674704145095,0.06689272080923689,0.035974291537304436,0.032420672592829394,0.10517443540064433,0.053034935212643075,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag1,1,0.024759508682396212,0.02176066279701941,0.023675080902698757,0.02475211785687647,0.08043645503076546,0.023744862428017988,FALSE
city_area_weighted_rh,city_area_weighted_rh_lag2,2,0.007453132585773111,0.013857738780097287,0.0149449964270486,0.004557191008443759,0.014796599184467876,0.01045724641171167,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag5,5,0.37042947888751976,0.3864421821854782,0.3530287698216641,0.2546797431336194,0.8247601325553657,0.3554027027532262,TRUE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag6,6,0.35678510997083024,0.37615169129123294,0.35236989274641267,0.2552315064923774,0.8258271058325456,0.3474812101728898,TRUE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag4,4,0.3649214408466391,0.3753533941746455,0.33971703449132223,0.2450874342816359,0.7943869010168989,0.3460204545587604,TRUE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag3,3,0.35255954456827676,0.36262496319549425,0.32260117028636515,0.24743084401309687,0.8026791924119794,0.3348246345563275,TRUE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag7,7,0.3401511946385785,0.3624619528575956,0.3450117850646532,0.23644752160797491,0.7643822120790682,0.33317831668916037,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag2,2,0.3285945024078368,0.33624826849222256,0.3033591552720699,0.24175742404061218,0.7849545242363858,0.3138127052528246,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag8,8,0.31384235123612536,0.3353861684020455,0.3112308610439171,0.2303722123148493,0.7440912821417,0.3081455882625542,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag1,1,0.309158942526905,0.31310750911423285,0.2639064838905647,0.2552755843771169,0.8295638846653494,0.29427280257893373,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag9,9,0.28898582369894893,0.31194106386697135,0.31069472354445854,0.20768773716178704,0.6702343078337913,0.28880564767702377,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag10,10,0.26146157524314284,0.2856700247957096,0.289253914583988,0.21514869638957565,0.693702968595881,0.2681399274728327,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag11,11,0.2334854543508232,0.25598648802332374,0.27927878384016297,0.20121313418315226,0.6482007794291712,0.24529627193995257,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag12,12,0.2031282489079633,0.22065087869277325,0.2425084525641356,0.170677257855973,0.5493468288880426,0.21201534750551093,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag13,13,0.17145786991409742,0.1842500764197735,0.23165088588105476,0.1427040826461113,0.4589067611834452,0.1835343088564123,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag14,14,0.13907300572341408,0.15051316847221238,0.1971936520048746,0.12002013758580238,0.3856191743998952,0.15169723294441206,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag15,15,0.09425076028818521,0.10116464899147941,0.15602442282841505,0.06904766616724453,0.22165079476960706,0.1051409918935429,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag16,16,0.04831872112135012,0.05207297284954227,0.11656483811904436,0.031757412254290095,0.10185457227502569,0.06071972930115687,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag20,20,0.06640396701125081,0.07004532298628642,0.05252929882047806,0.029110898851080636,0.09303470330449914,0.0592225133874357,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag19,19,0.040009407282349925,0.04547129121889734,0.005173275839421019,0.03738118769867819,0.11957213019973523,0.03441032268890595,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag18,18,0.028822153541940454,0.03152289535239006,0.016863250370410036,0.041680935246340194,0.13344465111312703,0.02930944346266432,FALSE
city_area_weighted_temp_c,city_area_weighted_temp_c_lag17,17,0.002792587369133155,0.0042055461573651445,0.04909061790113379,0.006816396322129374,0.021842620091164413,0.013102876307031918,FALSE
city_area_weighted_u_component_of_wind_10m,city_area_weighted_u_component_of_wind_10m_lag1,1,0.2610853780942835,0.25507327413418873,0.3048937880138821,0.16796815188559028,0.5458426940345549,0.25477481559850057,TRUE
